admin_unit_code,sub_unit_code,site_name,plot_name,location_type,year,date,start_time,end_time,observer,visit,interval_length,id_method,distance,flyover_observed,sex,common_name,scientific_name,acceptedtsn,npstaxoncode,aou_code,pif_watchlist_status,regional_stewardship_status,temperature,humidity,sky,wind,disturbance,initial_three_min_cnt,habitat,taxoncode,previously_obs
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,,Northern Flicker,Colaptes auratus,178154,84820,NOFL,FALSE,FALSE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,,Downy Woodpecker,Picoides pubescens,178259,84936,DOWO,FALSE,TRUE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,,Chimney Swift,Chaetura pelagica,178001,83046,CHSW,FALSE,TRUE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,,White-breasted Nuthatch,Sitta carolinensis,178775,90935,WBNU,FALSE,FALSE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0058,Forest,2018,30-06-2018,08:50:00,09:00:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,24.29999924,84.90000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,,White-breasted Nuthatch,Sitta carolinensis,178775,90935,WBNU,FALSE,FALSE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,White-breasted Nuthatch,Sitta carolinensis,178775,90935,WBNU,FALSE,FALSE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,,Yellow-billed Cuckoo,Coccyzus americanus,177831,89102,YBCU,FALSE,FALSE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0086,Forest,2018,30-06-2018,08:18:00,08:28:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,23.39999962,82.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,,White-breasted Nuthatch,Sitta carolinensis,178775,90935,WBNU,FALSE,FALSE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,,Wild Turkey,Meleagris gallopavo,176136,86451,WITU,FALSE,FALSE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,FALSE,FALSE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,,Chimney Swift,Chaetura pelagica,178001,83046,CHSW,FALSE,TRUE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,,Great Crested Flycatcher,Myiarchus crinitus,178309,85791,GCFL,FALSE,FALSE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,<= 50 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Ovenbird,Seiurus aurocapillus,178927,92689,OVEN,FALSE,FALSE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,0-2.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Scarlet Tanager,Piranga olivacea,179883,88071,SCTA,FALSE,TRUE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0059,Forest,2018,30-06-2018,07:52:00,08:02:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,24.5,78.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0040,Forest,2018,30-06-2018,07:28:00,07:38:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,23.60000038,80.59999847,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Serious effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0040,Forest,2018,30-06-2018,07:28:00,07:38:00,Elizabeth Oswald,2,5 - 7.5 min,Visualization,<= 50 Meters,FALSE,,Double-crested Cormorant,Phalacrocorax auritus,174717,83419,DCCO,FALSE,FALSE,23.60000038,80.59999847,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Serious effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0040,Forest,2018,30-06-2018,07:28:00,07:38:00,Elizabeth Oswald,2,5 - 7.5 min,Visualization,50 - 100 Meters,FALSE,,Double-crested Cormorant,Phalacrocorax auritus,174717,83419,DCCO,FALSE,FALSE,23.60000038,80.59999847,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Serious effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0040,Forest,2018,30-06-2018,07:28:00,07:38:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,23.60000038,80.59999847,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Serious effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Ovenbird,Seiurus aurocapillus,178927,92689,OVEN,FALSE,FALSE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Ovenbird,Seiurus aurocapillus,178927,92689,OVEN,FALSE,FALSE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0008,Forest,2018,30-06-2018,05:48:00,05:58:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,21,75.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0019,Forest,2018,30-06-2018,06:23:00,06:33:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,21.20000076,81.90000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0019,Forest,2018,30-06-2018,06:23:00,06:33:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Yellow-billed Cuckoo,Coccyzus americanus,177831,89102,YBCU,FALSE,FALSE,21.20000076,81.90000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0019,Forest,2018,30-06-2018,06:23:00,06:33:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,,Hairy Woodpecker,Picoides villosus,178262,85739,HAWO,FALSE,FALSE,21.20000076,81.90000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE,Forest,,
GWMP,,GWMP 1,GWMP-0019,Forest,2018,30-06-2018,06:23:00,06:33:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,21.20000076,81.90000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE,Forest,,
GWMP,,GWMP 1,GWMP-0019,Forest,2018,30-06-2018,06:23:00,06:33:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,21.20000076,81.90000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE,Forest,,
GWMP,,GWMP 5,GWMP-0200,Forest,2018,30-06-2018,08:14:00,08:24:00,Brian Swimelar,2,7.5 - 10 min,Visualization,,TRUE,,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,25.20000076,73.59999847,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,FALSE,Forest,,
GWMP,,GWMP 5,GWMP-0200,Forest,2018,30-06-2018,08:14:00,08:24:00,Brian Swimelar,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,25.20000076,73.59999847,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,FALSE,Forest,,
GWMP,,GWMP 5,GWMP-0200,Forest,2018,30-06-2018,08:14:00,08:24:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,25.20000076,73.59999847,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,TRUE,Forest,,
GWMP,,GWMP 5,GWMP-0200,Forest,2018,30-06-2018,08:14:00,08:24:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,25.20000076,73.59999847,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,FALSE,Forest,,
GWMP,,GWMP 5,GWMP-0200,Forest,2018,30-06-2018,08:14:00,08:24:00,Brian Swimelar,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,25.20000076,73.59999847,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,FALSE,Forest,,
GWMP,,GWMP 5,GWMP-0200,Forest,2018,30-06-2018,08:14:00,08:24:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,,House Finch,Haemorhous mexicanus,,926917,HOFI,FALSE,FALSE,25.20000076,73.59999847,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,FALSE,Forest,,
GWMP,THIS,GWMP 5,GWMP-0208,Forest,2018,30-06-2018,06:51:00,07:01:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,24.39999962,77.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,THIS,GWMP 5,GWMP-0208,Forest,2018,30-06-2018,06:51:00,07:01:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,24.39999962,77.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
GWMP,THIS,GWMP 5,GWMP-0208,Forest,2018,30-06-2018,06:51:00,07:01:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,24.39999962,77.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
